applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
10/21/2021,26.49,6.298832986,47,1021,13.83607234
10/22/2021,26.97,7.213659735,47,1020,13.81867394
10/23/2021,26.935,7.135579729,46,1020,13.50736698
10/24/2021,26.475,7.168808641,46,1018,13.66581663
10/25/2021,27.055,6.274198493,47,1016,13.53657142
10/26/2021,26.61,6.660920226,49,1016,9.999726597
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
10/21/2021,26.67,6.053146352,47,1020.5,13.97774497
10/22/2021,27.07,7.190876229,46,1020,13.91529716
10/23/2021,27.025,7.077035361,46,1020,13.70372027
10/24/2021,26.425,7.008321005,46,1018,13.74939106
10/25/2021,27.11,6.333737675,48,1016,13.69564245
10/26/2021,26.25,6.839752843,51,1016,9.999726597
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
10/21/2021,26.7,6.171621084,46,1021,14.043921
10/22/2021,27.05,7.234786418,47,1020,13.99141514
10/23/2021,26.98,7.005370676,47,1020,13.83203342
10/24/2021,26.285,6.877418849,46,1018,13.93549173
10/25/2021,27.1,6.346579095,47,1016,13.8951026
10/26/2021,25.81,7.082087608,51,1016,9.999726597
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
10/21/2021,26.69,6.213200618,47,1021,14.01720204
10/22/2021,27.055,7.297155718,49,1020,13.81680983
10/23/2021,26.86,7.011863076,50,1020,13.60274745
10/24/2021,26.235,6.896896049,50,1018,13.61517488
10/25/2021,26.87,6.119029962,55,1016,13.61703899
10/26/2021,25.81,7.277087608,61,1016,9.999726597
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
2021-10-22,26.985,6.588380765436518,49,1020.5,14.017202040085898
2021-10-23,27.14,6.811782202404625,50,1020.0,13.81152817545534
2021-10-24,26.71,6.952819456255469,50,1019.0,13.651525093454227
2021-10-25,26.615000000000002,6.50055078293433,53,1018.0,13.755604768153981
2021-10-26,27.575000000000003,6.860900050340677,53,1016.0,13.82768382645351
2021-10-27,27.15,7.2456762506959365,55,1016.0,9.999726596675416
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
2021-10-22,27.29,7.013443133797291,49,1020.0,13.793508410880458
2021-10-23,26.924999999999997,7.451519071597869,50,1020.0,13.57416438002068
2021-10-24,26.35,6.899478469718178,49,1018.5,13.80935337628251
2021-10-25,27.06,6.31093469023569,55,1016.0,13.724846894138233
2021-10-26,27.925,7.06538271213977,54,1016.0,13.678244054720432
2021-10-27,27.7,7.248051181102362,55,1015.0,9.999726596675416
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
2021-10-22,26.63,6.915565051480686,50,1020.5,13.892617116042313
2021-10-23,27.075,7.394023889034703,49,1020.0,12.78409090909091
2021-10-24,26.375,6.452254700371166,49,1019.0,13.918404020520162
2021-10-25,27.28,6.32779499818394,53,1016.0,13.785119899785254
2021-10-26,27.935000000000002,7.184275508165645,53,1016.0,13.816499144993239
2021-10-27,27.29,7.315676250695935,55,1015.0,9.999726596675416
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
2021-10-22,27.36,7.018298296089505,48,1020.0,13.94698709536308
2021-10-23,27.04,7.326915884167131,48,1020.0,13.048795036984012
2021-10-24,26.395,6.459711238572073,49,1019.0,14.034911119064661
2021-10-25,27.189999999999998,6.392831660876482,53,1016.0,13.915607850155094
2021-10-26,27.83,6.953954380993664,53,1016.0,13.950715322516503
2021-10-27,27.03,7.2628596993557615,54,1015.0,9.999726596675416
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
2021-10-23,27.055,7.074589401603966,49,1020.0,13.7093126143323
2021-10-24,26.345,6.6011320213817966,49,1019.0,13.923685675654179
2021-10-25,27.475,6.539053235737957,52,1016.0,13.825198341684562
2021-10-26,28.049999999999997,7.222061100217396,53,1016.0,13.875218722659667
2021-10-27,28.93,7.9098959867546865,49,1016.0,14.083378072059174
2021-10-28,28.73,6.3688757655293085,49,1016.0,9.999726596675416
applicable_date,the_temp,wind_speed,humidity,air_pressure,visibility
2021-10-23,27.020000000000003,7.089502268270633,50,1020.0,13.647796866300803
2021-10-24,26.3,6.675696354715131,49,1019.0,13.797236638033882
2021-10-25,27.39,6.54650966907129,53,1016.0,13.607407738805376
2021-10-26,27.95,7.304081866884064,54,1016.0,13.591873458999443
2021-10-27,28.905,8.05156822008802,49,1015.5,13.884849976139346
2021-10-28,28.73,6.3688757655293085,49,1016.0,9.999726596675416
